Pheno	ID	REF	ALT	A1	FIRTH.	TEST	OBS_CT	nCases	OR	LOG.OR._SE	L95	U95	Z_STAT	P	ERRCODE	mlog10P	FDR_BY
CD2_BENIGN_TONGUE	KIR_2DS3	P	A	P	Y	ADD	336732	646	0.778754	0.101605	0.638136	0.950357	-2.46109	0.0138515	.	1.85850319364294	1
L12_INFECT_SKIN	KIR_2DS2	P	A	P	N	ADD	336732	20807	1.037	0.0147794	1.00739	1.06748	2.45828	0.0139606	.	1.85509591616203	1
CD2_LYMPHOID_LEUKAEMIA	KIR_2DL5	P	A	P	Y	ADD	336732	1426	0.865655	0.0586953	0.771585	0.971195	-2.45792	0.0139745	.	1.85466372198362	1
D3_IMMUNEMECHANISM	KIR_3DS1	P	A	P	N	ADD	336732	5507	0.930339	0.0293998	0.878246	0.985522	-2.456	0.0140493	.	1.85234531374543	1
ST19_INJURI_INVOLVI_MULTIPLE_BODY_REGIONS	KIR_2DS2	P	A	P	N	ADD	336732	958	0.845611	0.0683068	0.739652	0.966748	-2.45505	0.0140867	.	1.85119073433189	1
DENTAL_TMD_OPER	Bw4_3DL1	P	A	P	N	ADD	336732	4852	0.730115	0.128153	0.567946	0.938589	-2.45451	0.0141077	.	1.85054378417111	1
C3_BLADDER	KIR_3DS1	P	A	P	N	ADD	336732	2011	1.12482	0.0480411	1.02374	1.23588	2.44838	0.0143502	.	1.8431420460874	1
ST19_COMPLICATIO_SURGI_MEDICAL_CARE_NOT_ELSEW_CLASSIFIED	KIR_2DS3	P	A	P	N	ADD	336732	38301	1.03359	0.0135248	1.00655	1.06136	2.44281	0.0145733	.	1.83644209479739	1
RX_L02BB	KIR_2DL1	P	A	P	N	ADD	336732	2231	0.698821	0.146753	0.524143	0.931713	-2.44194	0.0146087	.	1.83538842937346	1
J10_UPPERINFEC	KIR_2DL1	P	A	P	N	ADD	336732	68262	0.921417	0.0335247	0.862819	0.983994	-2.44127	0.0146359	.	1.83458056649867	1
ALCOPANCCHRON	Bw4_3DL1	P	A	P	Y	ADD	336732	1667	1.86546	0.255468	1.13066	3.0778	2.44065	0.014661	.	1.83383640625217	1
CD2_BENIGN_BONE_SCAPULA_LONG_UPPER	KIR_2DP1	P	A	P	Y	ADD	336732	252	0.452798	0.324746	0.239596	0.855713	-2.43979	0.0146959	.	1.83280381190067	1
CD2_BENIGN_MENINGES_NOS	KIR_2DL3	P	A	P	Y	ADD	336732	387	0.6396	0.183308	0.446556	0.916096	-2.43804	0.0147673	.	1.83069890227039	1
N14_UROLITHIASIS	KIR_2DS4	P	A	P	N	ADD	336732	9923	0.90623	0.04042	0.837207	0.980944	-2.43597	0.0148517	.	1.8282238319789	1
N14_UROLITHIASIS	KIR_3DL1	P	A	P	N	ADD	336732	9923	0.906286	0.0404174	0.837263	0.980999	-2.4346	0.0149083	.	1.82657187651428	1
L12_INFECT_SKIN	KIR_2DL5	P	A	P	N	ADD	336732	20807	1.03871	0.0156143	1.0074	1.07098	2.43207	0.015013	.	1.82353251540087	1
CD2_BENIGN_SMALL_INTESTINE_OTH	C1_2DL2	P	A	P	Y	ADD	336732	370	0.542699	0.25143	0.331544	0.888335	-2.43089	0.0150616	.	1.82212889040215	1
N14_IGA_NEPHROPATHY	KIR_2DS3	P	A	P	Y	ADD	336732	591	0.766553	0.10956	0.618421	0.950167	-2.42653	0.0152441	.	1.81689821095565	1
J10_UPPERINFEC	KIR_2DP1	P	A	P	N	ADD	336732	68262	0.922064	0.0334396	0.863569	0.98452	-2.4265	0.0152453	.	1.81686402508262	1
D3_BLOOD_IMMUN	KIR_3DS1	P	A	P	N	ADD	336732	40368	0.972393	0.0115866	0.950559	0.994728	-2.41617	0.0156849	.	1.80451824582735	1
CD2_BENIGN_LIVER	Bw4_3DL1	P	A	P	Y	ADD	336732	505	2.71593	0.413667	1.20727	6.10988	2.41531	0.0157219	.	1.80349497040519	1
K11_APHTA_RECUR	KIR_2DL5	P	A	P	N	ADD	336732	1185	0.855096	0.0649018	0.752958	0.97109	-2.41197	0.0158666	.	1.79951612676973	1
CD2_BENIGN_LIPOMATOUS	Bw4_3DL1	P	A	P	N	ADD	336732	8772	0.800361	0.0923285	0.667876	0.959127	-2.41195	0.0158673	.	1.7994969670612	1
AB1_HIV	KIR_2DS2	P	A	P	Y	ADD	336732	553	1.25558	0.094485	1.04332	1.51102	2.4088	0.016005	.	1.79574432151985	1
BRONCHITIS	KIR_2DL1	P	A	P	N	ADD	336732	53982	0.916791	0.0360974	0.85417	0.984003	-2.4067	0.0160976	.	1.79323886834404	1
VWXY20_STRIK_STRUCK_OTHER_OBJEC	KIR_2DL1	P	A	P	N	ADD	336732	10769	0.840192	0.0723523	0.729108	0.9682	-2.40662	0.0161007	.	1.79315524200985	1
C3_MELANOMA	KIR_2DL1	P	A	P	N	ADD	336732	3943	0.76411	0.111829	0.613715	0.95136	-2.40585	0.016135	.	1.79223103026008	1
CD2_NONHODGKIN_NAS	KIR_2DS3	P	A	P	Y	ADD	336732	1028	0.822443	0.081346	0.701236	0.964601	-2.40301	0.0162605	.	1.78886610425841	1
P16_TRANSITO_ENDOCR_METABOLIC_DISORD_SPECIFIC_FETUS_NEWBO	KIR_2DS4	P	A	P	Y	ADD	336732	359	0.631493	0.191324	0.434024	0.918807	-2.40256	0.0162808	.	1.78832425871897	1
P16_TRANSITO_ENDOCR_METABOLIC_DISORD_SPECIFIC_FETUS_NEWBO	KIR_3DL1	P	A	P	Y	ADD	336732	359	0.631549	0.191306	0.434078	0.918855	-2.40233	0.0162909	.	1.78805492218402	1
D3_BLOOD_IMMUN	C1_2DL2	P	A	P	N	ADD	336732	40368	0.938916	0.0262476	0.891835	0.988481	-2.40135	0.0163345	.	1.78689415476457	1
VWXY20_LIFESTYLE__CONDI	KIR_2DS2	P	A	P	Y	ADD	336732	285	0.743739	0.123316	0.584056	0.947081	-2.40087	0.016356	.	1.7863228981177	1
L12_INFECT_SKIN	KIR_2DL2	P	A	P	N	ADD	336732	20807	1.03619	0.0148234	1.00652	1.06674	2.3983	0.0164714	.	1.78326948604976	1
T1D_ICD9_10	Bw4_3DL1	P	A	P	N	ADD	336732	9133	1.26516	0.0981465	1.04376	1.53351	2.39638	0.0165581	.	1.78098949888304	1
D3_NUTRIANAEMIA	KIR_3DS1	P	A	P	N	ADD	336732	15923	0.958433	0.0177586	0.925647	0.992379	-2.39073	0.0168149	.	1.77430571113717	1
TONGUEABNORMALITY	KIR_2DL5	P	A	P	Y	ADD	336732	1447	0.873254	0.0567747	0.781293	0.976039	-2.38713	0.0169803	.	1.77005464111247	1
KELA_DIAB_INSUL	KIR_2DP1	P	A	P	N	ADD	336732	50140	1.10066	0.0402569	1.01715	1.19102	2.38239	0.0172006	.	1.76445640354918	1
N14_GLOMER_NEPHRITIS	KIR_3DS1	P	A	P	N	ADD	336732	2767	1.10296	0.0411834	1.01743	1.19568	2.37945	0.0173387	.	1.76098346764362	1
D3_HAEMOLYTICANAEMIA	KIR_2DS3	P	A	P	Y	ADD	336732	897	0.802742	0.0924153	0.669748	0.962144	-2.37755	0.017428	.	1.75875244873628	1
IBD_DRUGS	KIR_2DS5	P	A	P	N	ADD	336732	58109	0.975756	0.0103255	0.956208	0.995704	-2.37692	0.017458	.	1.75800551084322	1
K11_ANOMALI_DENTAL_ARCH_RELATIONS1	KIR_2DL3	P	A	P	N	ADD	336732	7449	1.13725	0.0541147	1.02281	1.2645	2.37665	0.0174705	.	1.75769466547307	1
K11_CROSSBITE	KIR_2DS1	P	A	P	Y	ADD	336732	2000	0.891469	0.0484247	0.81075	0.980224	-2.37245	0.0176708	.	1.75274378848301	1
M13_MCTD	C1_2DL2	P	A	P	N	ADD	336732	1701	1.32728	0.119392	1.05035	1.67721	2.37141	0.0177205	.	1.75152402826288	1
K11_KELAUC	Bw4_3DL1	P	A	P	N	ADD	336732	5689	1.36422	0.131013	1.05527	1.76361	2.37061	0.0177587	.	1.75058882929451	1
BRONCHITIS	KIR_2DP1	P	A	P	N	ADD	336732	53982	0.918375	0.0360091	0.855793	0.985533	-2.36467	0.0180464	.	1.74360942068733	1
TONGUEABNORMALITY	KIR_2DS1	P	A	P	Y	ADD	336732	1447	0.877503	0.0553114	0.78735	0.97798	-2.36253	0.0181509	.	1.74110183589822	1
K11_PULPITIS_1_ONLYAVO	KIR_2DS2	P	A	P	N	ADD	336732	83389	1.0196	0.0082358	1.00328	1.0362	2.35721	0.018413	.	1.73487544684082	1
Q17_ANKYLOGLOSSIA	KIR_2DL5	P	A	P	Y	ADD	336732	416	1.28837	0.10762	1.04336	1.59092	2.3544	0.0185526	.	1.73159521885069	1
CD2_HODGKIN_LYMPHOMA	C1_2DL2	P	A	P	Y	ADD	336732	747	0.653357	0.180944	0.45828	0.931473	-2.35229	0.0186584	.	1.7291256007269	1
CD2_BENIGN_ADRENAL	KIR_2DS1	P	A	P	Y	ADD	336732	1740	0.88801	0.0505008	0.804325	0.980402	-2.35188	0.0186787	.	1.72865335307771	1
E4_NONTOXIC_THYROID	KIR_2DL1	P	A	P	N	ADD	336732	8720	0.828589	0.0799733	0.708379	0.969198	-2.35117	0.0187145	.	1.72782177154938	1
K11_PULPITIS_4_ONLYAVO	KIR_2DS2	P	A	P	N	ADD	336732	84048	1.0195	0.00821216	1.00322	1.03604	2.35111	0.0187177	.	1.72774751770668	1
C3_RECTUM	KIR_3DS1	P	A	P	N	ADD	336732	2535	1.10694	0.0432128	1.01704	1.20477	2.35107	0.0187195	.	1.7277057554986	1
CD2_BENIGN_COLORECANI	KIR_2DL3	P	A	P	N	ADD	336732	19255	0.929106	0.0313075	0.873809	0.987903	-2.3487	0.0188391	.	1.72493984859038	1
RX_L01XE	KIR_3DL1	P	A	P	N	ADD	336732	1419	0.792431	0.0990921	0.65255	0.962296	-2.34782	0.0188836	.	1.72391520754351	1
RX_L01XE	KIR_2DS4	P	A	P	N	ADD	336732	1419	0.792435	0.0991032	0.652539	0.962322	-2.34751	0.0188996	.	1.72354738734163	1
T1D_EARLY	C1_2DL2	P	A	P	Y	ADD	336732	1678	0.753902	0.12041	0.595418	0.954572	-2.34608	0.0189719	.	1.72188917316009	1
K11_PULPITIS_1_ONLYAVO	KIR_2DL2	P	A	P	N	ADD	336732	83389	1.01955	0.00826038	1.00318	1.03619	2.34427	0.0190643	.	1.71977913645475	1
K11_PULPITIS_4_ONLYAVO	KIR_2DL2	P	A	P	N	ADD	336732	84048	1.01947	0.00823665	1.00314	1.03606	2.34113	0.0192257	.	1.71611783875135	1
VWXY20_LIFESTYLE__CONDI	KIR_2DL2	P	A	P	Y	ADD	336732	285	0.74871	0.12363	0.587597	0.953998	-2.34089	0.0192378	.	1.71584459458977	1
CD2_BENIGN_SIGMOID_COLON	KIR_2DL1	P	A	P	Y	ADD	336732	4680	0.784054	0.104074	0.639378	0.961466	-2.33754	0.0194112	.	1.71194761570545	1
CHRONHEP_NAS	KIR_2DL5	P	A	P	Y	ADD	336732	315	1.32485	0.120373	1.04641	1.67737	2.33687	0.019446	.	1.71116971858415	1
CD2_BENIGN_LIPO_SKIN_LIMBS	Bw4_3DL1	P	A	P	Y	ADD	336732	2004	0.653105	0.182349	0.456844	0.933681	-2.33628	0.0194768	.	1.71048239532711	1
VWXY20_VEITS_PUUKK_TIKAR_TAI_MIEKK_LIITTYVA_TAPATURMA	KIR_2DL2	P	A	P	N	ADD	336732	1781	1.12084	0.0488492	1.01851	1.23346	2.33536	0.0195246	.	1.70941785473989	1
K11_PULPITIS_1	KIR_2DS2	P	A	P	N	ADD	336732	89097	1.01895	0.0080493	1.003	1.03516	2.33253	0.0196728	.	1.70613382320177	1
BLEEDING	Bw4_3DL1	P	A	P	N	ADD	336732	33350	1.12913	0.0520788	1.01957	1.25047	2.33204	0.0196987	.	1.70556243381078	1
AB1_HIV	KIR_2DL2	P	A	P	Y	ADD	336732	553	1.24695	0.0947339	1.03565	1.50137	2.32972	0.0198211	.	1.70287224739495	1
CARDIOVERSION	KIR_2DL5	P	A	P	N	ADD	336732	10376	0.950543	0.0217825	0.910816	0.992003	-2.32856	0.0198823	.	1.70153337750758	1
K11_PULPITIS_1	KIR_2DL2	P	A	P	N	ADD	336732	89097	1.01897	0.00807329	1.00297	1.03522	2.32752	0.0199378	.	1.70032276480931	1
CD2_BENIGN_BONE_SCAPULA_LONG_UPPER	KIR_2DL1	P	A	P	Y	ADD	336732	252	0.463556	0.331607	0.242013	0.887905	-2.31849	0.0204226	.	1.68988896872448	1
K11_PULPITIS_4	KIR_2DS2	P	A	P	N	ADD	336732	89175	1.01882	0.0080469	1.00287	1.03501	2.31666	0.0205222	.	1.68777608426949	1
VWXY20_VEITS_PUUKK_TIKAR_TAI_MIEKK_LIITTYVA_TAPATURMA	KIR_2DS2	P	A	P	N	ADD	336732	1781	1.1194	0.0487126	1.01747	1.23154	2.31549	0.0205862	.	1.6864238122619	1
K11_PULPITIS_4	KIR_2DL2	P	A	P	N	ADD	336732	89175	1.01884	0.00807088	1.00285	1.03508	2.31242	0.0207547	.	1.68288353977456	1
CD2_LYMPHOID_LEUKAEMIA	KIR_2DS5	P	A	P	Y	ADD	336732	1426	0.865898	0.0623282	0.766324	0.978409	-2.31017	0.0208787	.	1.68029654591895	1
CD2_BENIGN_EAR_RESP	KIR_2DS5	P	A	P	N	ADD	336732	2169	1.11881	0.0486134	1.01713	1.23065	2.30929	0.0209273	.	1.67928679988591	1
VWXY20_UNSPE_PRIVA	KIR_2DS3	P	A	P	N	ADD	336732	2996	1.10999	0.0452	1.01589	1.21282	2.30873	0.0209585	.	1.67863980303536	1
Q17_ANKYLOGLOSSIA	KIR_2DS1	P	A	P	Y	ADD	336732	416	1.2643	0.101592	1.03603	1.54285	2.30841	0.0209762	.	1.67827318480339	1
CD2_BENIGN_BRAIN_SUPRATENT	KIR_2DS1	P	A	P	Y	ADD	336732	409	1.26764	0.102748	1.03642	1.55044	2.30811	0.020993	.	1.67792549422622	1
ST19_INJURI_ANKLE_FOOT	KIR_2DS4	P	A	P	N	ADD	336732	26248	0.942245	0.0257925	0.895796	0.991102	-2.30649	0.0210832	.	1.67606347140686	1
TONGUEABNORMALITY	KIR_3DS1	P	A	P	Y	ADD	336732	1447	0.876977	0.0569621	0.784335	0.98056	-2.3046	0.0211889	.	1.67389158865637	1
C3_ENDOCRINE	KIR_2DL1	P	A	P	Y	ADD	336732	1932	0.703012	0.153007	0.520863	0.94886	-2.30305	0.0212762	.	1.67210593588821	1
ST19_INJURI_ANKLE_FOOT	KIR_3DL1	P	A	P	N	ADD	336732	26248	0.942335	0.0257911	0.895884	0.991194	-2.30292	0.0212835	.	1.67195695223705	1
C3_THYROID_PAPILLARY_ADENO	KIR_2DS3	P	A	P	Y	ADD	336732	1366	1.16445	0.066145	1.02287	1.32564	2.3018	0.0213464	.	1.67067535679651	1
E4_THYROID_CTRL_EXCLUSION	KIR_2DS3	P	A	P	N	ADD	336732	99394	0.978287	0.00954152	0.960162	0.996754	-2.30075	0.0214057	.	1.66947056548599	1
CD2_INSITU_MELANOMA_FACE	C1_2DL2	P	A	P	Y	ADD	336732	252	0.50389	0.298499	0.280707	0.904522	-2.29614	0.0216677	.	1.66418718606464	1
C3_ENDOCRINE	KIR_2DP1	P	A	P	Y	ADD	336732	1932	0.704975	0.152273	0.523068	0.950143	-2.29583	0.0216858	.	1.66382455187921	1
C3_OROPHARYNX	KIR_2DL5	P	A	P	Y	ADD	336732	371	0.778153	0.109356	0.62803	0.96416	-2.29372	0.0218066	.	1.66141204264438	1
ALCOPANCCHRON	KIR_3DL1	P	A	P	Y	ADD	336732	1667	1.27899	0.107405	1.0362	1.57867	2.29108	0.0219587	.	1.65839337458344	1
ALCOPANCCHRON	KIR_2DS4	P	A	P	Y	ADD	336732	1667	1.27901	0.107413	1.0362	1.57872	2.29104	0.0219609	.	1.65834986563249	1
J10_RESPDISOTH	KIR_2DL1	P	A	P	N	ADD	336732	5870	1.30743	0.117051	1.0394	1.64457	2.29012	0.0220141	.	1.65729906505449	1
J10_RESPOTHER	KIR_2DL1	P	A	P	N	ADD	336732	5870	1.30743	0.117051	1.0394	1.64457	2.29012	0.0220141	.	1.65729906505449	1
DIABETES_FG	KIR_2DL1	P	A	P	N	ADD	336732	62573	1.08804	0.0368529	1.01222	1.16953	2.28951	0.0220498	.	1.65659534539298	1
F5_PSYCH	KIR_2DL2	P	A	P	N	ADD	336732	100430	1.018	0.00779185	1.00257	1.03367	2.28945	0.0220531	.	1.65653035321365	1
CD2_BENIGN_SIGMOID_COLON	KIR_2DP1	P	A	P	Y	ADD	336732	4680	0.78851	0.103803	0.643353	0.966417	-2.28905	0.0220767	.	1.65606584393647	1
H7_GLAUCOMA	KIR_2DS2	P	A	P	N	ADD	336732	17782	0.963472	0.0162593	0.933252	0.99467	-2.28867	0.0220988	.	1.65563130855596	1
OPER_JFB30	KIR_2DS3	P	A	P	N	ADD	336732	1486	0.858509	0.0666815	0.75333	0.978373	-2.28786	0.0221456	.	1.65471254869784	1
D3_NUTRIANAEMIA	KIR_2DL5	P	A	P	N	ADD	336732	15923	0.960053	0.0178235	0.927094	0.994184	-2.28725	0.022181	.	1.6540188781737	1
F5_PSYCH	KIR_2DS2	P	A	P	N	ADD	336732	100430	1.01792	0.0077685	1.00254	1.03354	2.2866	0.0222191	.	1.65327353643699	1
C3_EYE_BRAIN_NEURO	KIR_2DL2	P	A	P	N	ADD	336732	1083	0.866477	0.062843	0.766064	0.980052	-2.2806	0.0225719	.	1.64643188244703	1
K11_CROWDI_TEETH	KIR_2DS3	P	A	P	Y	ADD	336732	3176	0.897371	0.0475344	0.817543	0.984993	-2.27806	0.0227231	.	1.64353242027377	1
ALCOPOLYNEU	KIR_2DS2	P	A	P	Y	ADD	336732	238	1.35669	0.134088	1.04314	1.76447	2.27497	0.022908	.	1.64001282555871	1
C3_EYE_BRAIN_NEURO	KIR_2DS2	P	A	P	N	ADD	336732	1083	0.867273	0.0626375	0.767076	0.980557	-2.27342	0.0230007	.	1.6382589465254	1
H7_EYE_ADNEXA	KIR_2DS5	P	A	P	N	ADD	336732	145067	1.01861	0.00811592	1.00254	1.03495	2.2725	0.0230566	.	1.63720473477355	1
KRA_PSY_SCHIZODEL	C1_2DL2	P	A	P	N	ADD	336732	12020	0.899731	0.0465065	0.821347	0.985597	-2.27192	0.0230915	.	1.63654785484532	1
CD2_BENIGN_TONSIL	KIR_2DL3	P	A	P	Y	ADD	336732	272	2.26766	0.360518	1.11868	4.59675	2.27103	0.0231449	.	1.63554469129258	1
DIABETES_FG	KIR_2DP1	P	A	P	N	ADD	336732	62573	1.08713	0.0367923	1.0115	1.16842	2.27063	0.0231695	.	1.63508333822487	1
C3_RECTUM	C1_2DL2	P	A	P	N	ADD	336732	2535	1.24982	0.0984024	1.03059	1.51568	2.2662	0.023439	.	1.63006092097076	1
VWXY20_SURGI_OPERA_OTHER_SURGI_PROCED_CAUSE_ABNORMAL_REACTION_PATIENT_COMPLICATION_WO_MENTION_MISAD_TIME_PROCED	C1_2DL2	P	A	P	N	ADD	336732	19292	1.08596	0.0364594	1.01106	1.1664	2.2617	0.0237158	.	1.62496222080231	1
K11_ORAL_LICHEN_PLANUS	KIR_2DS2	P	A	P	Y	ADD	336732	549	0.815959	0.0899626	0.684056	0.973295	-2.26084	0.0237689	.	1.62399091650422	1
K11_PULP_PERIAPICAL_INCLAVO	KIR_2DL2	P	A	P	N	ADD	336732	89524	1.01838	0.00805977	1.00242	1.03459	2.25949	0.0238526	.	1.62246427473248	1
K11_PULP_PERIAPICAL_INCLAVO	KIR_2DS2	P	A	P	N	ADD	336732	89524	1.01832	0.00803583	1.0024	1.03448	2.25884	0.0238933	.	1.62172386394559	1
CD2_BENIGN_BONE_LONG_LOWER	KIR_2DL3	P	A	P	Y	ADD	336732	823	0.746627	0.129398	0.579375	0.962161	-2.25806	0.0239418	.	1.62084320143669	1
H8_OTHEREAR	C1_2DL2	P	A	P	N	ADD	336732	42267	0.942539	0.0262126	0.895338	0.992228	-2.25762	0.0239695	.	1.62034102518644	1
L12_SKIN_SUBCUTAN	KIR_3DL1	P	A	P	N	ADD	336732	106315	0.96698	0.0148891	0.939169	0.995614	-2.25516	0.0241232	.	1.61756508251192	1
L12_INFECT_SKIN	KIR_2DS5	P	A	P	N	ADD	336732	20807	1.03689	0.0160696	1.00474	1.07006	2.25413	0.0241879	.	1.61640183556543	1
VWXY20_MOTORC_RIDER_INJURED_OTHER_UNSPE_TRANSPO_ACCIDENTS	C1_2DL2	P	A	P	N	ADD	336732	1764	1.30616	0.118512	1.03543	1.64768	2.25371	0.0242146	.	1.61592270065121	1
L12_SKIN_SUBCUTAN	KIR_2DS4	P	A	P	N	ADD	336732	106315	0.967036	0.0148905	0.939222	0.995675	-2.25104	0.0243828	.	1.61291642362635	1
K11_PULPITIS_4_ONLYAVO	Bw4_3DL1	P	A	P	N	ADD	336732	84048	0.924596	0.0348881	0.863485	0.990031	-2.24715	0.0246306	.	1.60852500864343	1
C3_TONGUE	KIR_2DL3	P	A	P	Y	ADD	336732	469	1.74164	0.247207	1.07284	2.82737	2.24438	0.0248078	.	1.60541174803026	1
VWXY20_FALL_SAME_LEVEL_INVOLVI_ICE_SNOW	KIR_2DS5	P	A	P	N	ADD	336732	18939	1.03812	0.0166753	1.00474	1.07261	2.24357	0.02486	.	1.60449887569437	1
CD2_BENIGN_COLON	KIR_2DL3	P	A	P	N	ADD	336732	15596	0.92575	0.0343884	0.865411	0.990297	-2.24351	0.0248636	.	1.60443598965484	1
C3_MELANOMA	KIR_2DP1	P	A	P	N	ADD	336732	3943	0.77766	0.112088	0.624281	0.968722	-2.24347	0.0248664	.	1.60438708458545	1
K11_PULPITIS_1	Bw4_3DL1	P	A	P	N	ADD	336732	89097	0.926058	0.0342506	0.865932	0.990358	-2.24283	0.0249076	.	1.60366811738406	1
KRA_PSY_MOTOR	KIR_2DS3	P	A	P	Y	ADD	336732	447	0.747958	0.129522	0.580267	0.96411	-2.24215	0.0249514	.	1.60290508149483	1
DRUGADVERS_CATAR	KIR_2DL3	P	A	P	Y	ADD	336732	559	1.69398	0.235164	1.0684	2.68584	2.24132	0.0250053	.	1.60196793065589	1
AB1_SEQULEAE_OF_INFECTIONS_AND_PARASITES	KIR_2DL2	P	A	P	N	ADD	336732	2223	1.10237	0.0435008	1.01228	1.20048	2.24049	0.0250589	.	1.60103799696578	1
K11_ORAL_LEUCOPLAC_RELAT_INCLAVO	KIR_2DL3	P	A	P	N	ADD	336732	2264	0.829424	0.0836545	0.703996	0.9772	-2.23567	0.0253736	.	1.59561791081461	1
K11_MN_RETRGN	KIR_2DS3	P	A	P	Y	ADD	336732	1866	0.874638	0.0599145	0.777731	0.983621	-2.2356	0.0253779	.	1.59554431825965	1
CD2_BENIGN_RECTUM	Bw4_3DL1	P	A	P	N	ADD	336732	4504	1.36165	0.138104	1.03875	1.78493	2.23524	0.0254014	.	1.5951423465486	1
N14_GLOMER_NEPHRITIS	KIR_2DS1	P	A	P	N	ADD	336732	2767	1.09357	0.0400263	1.01106	1.18282	2.23482	0.0254289	.	1.59467242607135	1
CD2_BENIGN_RECTUM	KIR_2DP1	P	A	P	N	ADD	336732	4504	0.78884	0.106153	0.640665	0.971285	-2.23443	0.0254548	.	1.5942303108929	1
VWXY20_CONTACT_W_HEAT_HOT_SUBST	KIR_2DS3	P	A	P	Y	ADD	336732	1385	0.857323	0.0689047	0.749018	0.981287	-2.23411	0.0254757	.	1.59387387397666	1
C3_OESOPHAGUS	KIR_2DS5	P	A	P	Y	ADD	336732	598	0.812984	0.0927006	0.677915	0.974965	-2.23347	0.0255182	.	1.59314996308714	1
VWXY20_CONTACT_W_HEAT_HOT_SUBST	KIR_2DS4	P	A	P	Y	ADD	336732	1385	0.802918	0.0984031	0.662079	0.973715	-2.23065	0.0257041	.	1.589997597861	1
DENTAL_TMD	KIR_2DS3	P	A	P	Y	ADD	336732	863	0.822772	0.0875175	0.693082	0.976731	-2.22899	0.0258147	.	1.58813291764762	1
VWXY20_CONTACT_W_HEAT_HOT_SUBST	KIR_3DL1	P	A	P	Y	ADD	336732	1385	0.80313	0.0984033	0.662254	0.973973	-2.22796	0.0258833	.	1.58698035395291	1
AB1_OTHER_SPIROCHAETAL	KIR_3DS1	P	A	P	N	ADD	336732	2221	0.90124	0.0467506	0.82233	0.987722	-2.22421	0.026134	.	1.58279411323567	1
C3_RENAL_CELL_CARCINOMA	Bw4_3DL1	P	A	P	N	ADD	336732	872	2.0664	0.326441	1.0898	3.91815	2.2234	0.0261891	.	1.5818794260402	1
AB1_SEQULEAE_OF_INFECTIONS_AND_PARASITES	KIR_2DS2	P	A	P	N	ADD	336732	2223	1.10123	0.0433816	1.01146	1.19896	2.22272	0.0262347	.	1.58112389769738	1
C3_DLBCL	KIR_2DL2	P	A	P	Y	ADD	336732	1025	0.869194	0.0630826	0.768105	0.983587	-2.22231	0.0262623	.	1.580667241934	1
I9_RHEUFEV	KIR_3DL1	P	A	P	N	ADD	336732	826	0.75866	0.124394	0.594515	0.968124	-2.22039	0.0263926	.	1.57851782425389	1
K11_ORAL_LICHEN_PLANUS	KIR_2DL2	P	A	P	Y	ADD	336732	549	0.81852	0.0902144	0.685865	0.976832	-2.2198	0.0264324	.	1.57786340215639	1
G6_RLS	KIR_2DS3	P	A	P	Y	ADD	336732	2971	0.900707	0.0471225	0.821246	0.987858	-2.21921	0.0264722	.	1.57720996469951	1
VWXY20_JAAMI_PURISTUK_TAI_MURSK_JOUTU_ESINEI_SISAAN_TAI_VALIIN	Bw4_3DL1	P	A	P	Y	ADD	336732	1258	1.83748	0.274151	1.07366	3.14471	2.21921	0.0264726	.	1.57720340247648	1
VWXY20_STRIK_STRUCK_OTHER_OBJEC	KIR_2DP1	P	A	P	N	ADD	336732	10769	0.851448	0.072481	0.73869	0.981418	-2.21875	0.0265039	.	1.57669021572895	1
I9_RHEUFEV	KIR_2DS4	P	A	P	N	ADD	336732	826	0.758781	0.124416	0.594585	0.968321	-2.21871	0.0265067	.	1.57664433718578	1
CD2_NONHODGKIN_NAS	KIR_2DS2	P	A	P	Y	ADD	336732	1028	0.865148	0.0653394	0.761155	0.983348	-2.21696	0.0266258	.	1.57469733452538	1
C3_BRAIN	KIR_2DS2	P	A	P	N	ADD	336732	839	0.853049	0.0717075	0.741202	0.981774	-2.21648	0.0266586	.	1.57416266168283	1
CD2_BENIGN_RECTUM	KIR_2DL1	P	A	P	N	ADD	336732	4504	0.789397	0.106712	0.640416	0.973037	-2.2161	0.0266845	.	1.57374093036369	1
ANAPH_SHOCK_ADVER_EFFECT_CORRE_DRUG_MEDICAM_PROPE_ADMINISTE	C1_2DL2	P	A	P	Y	ADD	336732	287	1.8453	0.276686	1.07288	3.17382	2.21422	0.0268136	.	1.57164487362716	1
Z21_TOBAC_USE	C1_2DL2	P	A	P	Y	ADD	336732	1298	1.34871	0.135144	1.03487	1.75774	2.21357	0.0268587	.	1.57091501164085	1
H7_GLAUCOMA	KIR_2DL2	P	A	P	N	ADD	336732	17782	0.964562	0.0163064	0.934222	0.995887	-2.2127	0.0269181	.	1.56995559781495	1
I9_HEARTFAIL_NS	C1_2DL2	P	A	P	N	ADD	336732	44309	0.942282	0.0268956	0.893896	0.993286	-2.21045	0.0270742	.	1.56744436723149	1
K11_PULPITIS_1_ONLYAVO	Bw4_3DL1	P	A	P	N	ADD	336732	83389	0.92559	0.0349945	0.864234	0.991302	-2.20961	0.0271324	.	1.56651178896393	1
C3_TONSIL	KIR_2DL5	P	A	P	Y	ADD	336732	332	0.776086	0.114737	0.619791	0.971795	-2.20932	0.0271523	.	1.56619337657233	1
